Producto,Cadereyta Precio por unidad,Cadereyta Cantidad ordenada,Coahuila Precio por unidad,Coahuila Cantidad ordenada,Durango Precio por unidad,Durango Cantidad ordenada,Expos F Precio por unidad,Expos F Cantidad ordenada,Laredo Precio por unidad,Laredo Cantidad ordenada,Monterrey Precio por unidad,Monterrey Cantidad ordenada,Online Precio por unidad,Online Cantidad ordenada,Queretaro Precio por unidad,Queretaro Cantidad ordenada,Reynosa Precio por unidad,Reynosa Cantidad ordenada,San Luis Precio por unidad,San Luis Cantidad ordenada,Fecha
Producto 51,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14197.620000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-20
Producto 229,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5542.03,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-20
Producto 230,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5144.01,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-20
Producto 231,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3240.52,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-20
Producto 41,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9838.59,3.5,0.0,0,2022-05-20
Producto 127,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12139.050000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-20
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14678.42,3.5,0.0,0,0.0,0,2022-05-20
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14202.5,3.5,0.0,0,0.0,0,0.0,0,16388.719999999998,3.5,2022-05-20
Producto 151,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16011.679999999998,3.5,0.0,0,0.0,0,2022-05-20
Producto 23,0.0,0,21447.41,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-20
Producto 104,0.0,0,9482.34,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9961.49,3.5,2022-05-20
Producto 138,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,85553.74,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-20
Producto 81,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2192.8399999999997,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3717.525,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 92,0.0,0,4741.3,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4791.13,3.5,0.0,0,0.0,0,2022-05-21
Producto 181,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3766.38,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 133,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4318.49,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 45,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6509.655,7,0.0,0,0.0,0,2022-05-21
Producto 6,0.0,0,0.0,0,0.0,0,0.0,0,10292.460000000001,3.5,8670.01,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 7,0.0,0,5542.4800000000005,7,0.0,0,0.0,0,0.0,0,5576.93,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 9,0.0,0,7646.78,3.5,0.0,0,0.0,0,0.0,0,6933.089999999999,3.5,0.0,0,0.0,0,7868.26,3.5,0.0,0,2022-05-21
Producto 130,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8740.52,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9017.869999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2632.336,17.5,0.0,0,0.0,0,2022-05-21
Producto 12,0.0,0,6026.61,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4465.25,3.5,0.0,0,0.0,0,2022-05-21
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,6566.05,3.5,10546.789999999999,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5029.1900000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 15,0.0,0,7456.1900000000005,3.5,0.0,0,0.0,0,0.0,0,7196.63,3.5,0.0,0,0.0,0,0.0,0,7556.47,3.5,2022-05-21
Producto 232,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9252.890000000001,3.5,0.0,0,0.0,0,2022-05-21
Producto 30,0.0,0,5917.385,7,0.0,0,0.0,0,0.0,0,5635.61,7,0.0,0,0.0,0,0.0,0,2958.69,14,2022-05-21
Producto 16,0.0,0,4365.79,7,0.0,0,0.0,0,0.0,0,5141.93,10.5,0.0,0,3732.75,7,0.0,0,3926.855,7,2022-05-21
Producto 31,0.0,0,4456.415,7,0.0,0,0.0,0,0.0,0,8111.1449999999995,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 17,0.0,0,11834.960000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1586.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 48,0.0,0,0.0,0,0.0,0,0.0,0,2444.39,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 61,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2253.7000000000003,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1309.515,7,0.0,0,1569.6899999999998,10.5,0.0,0,0.0,0,2022-05-21
Producto 64,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1614.075,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6849.63,3.5,0.0,0,0.0,0,0.0,0,7192.11,3.5,2022-05-21
Producto 50,8180.5599999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,7915.589999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 36,9840.395,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 51,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13014.25,3.5,0.0,0,0.0,0,2022-05-21
Producto 75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13417.58,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16480.16,3.5,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 159,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10733.820000000002,3.5,2022-05-21
Producto 76,0.0,0,0.0,0,0.0,0,0.0,0,17600.98,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 148,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12175.65,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14741.630000000001,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20231.96,3.5,0.0,0,0.0,0,2022-05-21
Producto 151,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16051.81,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22730.72,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,38778.08,3.5,0.0,0,0.0,0,0.0,0,51458.24,3.5,48982.1,3.5,2022-05-21
Producto 104,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9486.820000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12138.789999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 233,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8237.0,3.5,0.0,0,0.0,0,2022-05-21
Producto 234,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5483.0599999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-21
Producto 8,0.0,0,7559.51,3.5,0.0,0,0.0,0,0.0,0,6367.626,17.5,0.0,0,7011.445,7,0.0,0,6463.38,3.5,2022-05-22
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8112.45,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 10,0.0,0,10519.11,7,0.0,0,0.0,0,11892.949999999999,3.5,9016.390000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2563.0525000000002,14,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 12,0.0,0,3721.36,7,0.0,0,0.0,0,7129.87,3.5,4252.61,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 47,0.0,0,4897.410000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9017.51,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,3597.61,3.5,3731.0,3.5,0.0,0,0.0,0,3597.61,3.5,0.0,0,2022-05-22
Producto 14,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4161.21,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 29,0.0,0,5744.29,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7556.47,3.5,2022-05-22
Producto 30,0.0,0,3318.9199999999996,3.5,0.0,0,0.0,0,0.0,0,3381.0299999999997,3.5,0.0,0,0.0,0,6389.155,7,0.0,0,2022-05-22
Producto 16,0.0,0,4365.79,7,0.0,0,0.0,0,0.0,0,3792.0633333333335,10.5,0.0,0,0.0,0,0.0,0,7835.64,3.5,2022-05-22
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12208.69,3.5,2022-05-22
Producto 165,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1744.5900000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 71,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6319.160000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 134,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10542.47,3.5,0.0,0,0.0,0,2022-05-22
Producto 20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17340.760000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 235,0.0,0,7402.589999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1480.3500000000001,7,0.0,0,1410.25,3.5,2022-05-22
Producto 64,0.0,0,1738.2333333333333,10.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1865.7100000000003,3.5,2022-05-22
Producto 147,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,23670.21,3.5,2022-05-22
Producto 91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5678.62,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 50,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7915.47,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9841.620000000004,3.5,0.0,0,0.0,0,12979.86,3.5,0.0,0,2022-05-22
Producto 80,0.0,0,0.0,0,0.0,0,0.0,0,12712.28,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 127,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11194.33,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20034.23,3.5,0.0,0,0.0,0,2022-05-22
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16034.76,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,19434.760000000002,3.5,0.0,0,23672.81,3.5,0.0,0,0.0,0,2022-05-22
Producto 227,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16100.289999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 58,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8269.83,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 104,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9486.820000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 186,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10648.28,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-22
Producto 81,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2008.7100000000003,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3011.12,3.5,0.0,0,0.0,0,2022-05-23
Producto 25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4642.929999999999,7,0.0,0,0.0,0,2022-05-23
Producto 120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6397.03,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 194,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8974.19,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5377.5599999999995,3.5,0.0,0,2022-05-23
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,6747.03,3.5,5982.58,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6503.01,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13843.59,3.5,2022-05-23
Producto 26,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14826.789999999999,3.5,0.0,0,17250.010000000002,3.5,0.0,0,0.0,0,2022-05-23
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,5975.0599999999995,3.5,0.0,0,0.0,0,0.0,0,5377.5599999999995,3.5,0.0,0,2022-05-23
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6155.599999999999,3.5,7200.0,3.5,6576.773333333333,10.5,0.0,0,6557.875,7,2022-05-23
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8305.119999999999,7,8518.07,3.5,0.0,0,0.0,0,2022-05-23
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9111.494999999999,7,10546.55,7,9467.210000000001,3.5,0.0,0,10215.72,3.5,2022-05-23
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,3365.9900000000002,3.5,2835.39,3.5,2427.555,7,4961.6900000000005,3.5,0.0,0,4961.6900000000005,3.5,2022-05-23
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3305.7227272727273,38.5,3612.5066666666667,10.5,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,6780.160000000001,3.5,9017.51,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3525.79,3.5,0.0,0,0.0,0,2022-05-23
Producto 69,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4245.35,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5293.36,10.5,0.0,0,0.0,0,5308.45,3.5,2022-05-23
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6142.599999999999,3.5,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7954.17,3.5,0.0,0,7556.47,3.5,2022-05-23
Producto 30,2966.11,7,0.0,0,0.0,0,0.0,0,3177.85,7,0.0,0,0.0,0,2958.69,7,3716.785,7,0.0,0,2022-05-23
Producto 16,0.0,0,4074.52,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11271.39,3.5,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1586.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 48,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1947.41,3.5,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 20,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18253.43,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6895.6900000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 236,0.0,0,4968.964999999999,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 235,0.0,0,7402.589999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1289.3719999999998,35,1293.05875,28,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 147,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18076.56,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 50,0.0,0,9283.34,3.5,0.0,0,0.0,0,0.0,0,0.0,0,9258.619999999999,3.5,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10358.31,3.5,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 41,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7367.0199999999995,7,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 197,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10462.66,3.5,0.0,0,0.0,0,2022-05-23
Producto 127,0.0,0,11754.039999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 237,0.0,0,11638.03,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 128,0.0,0,23958.63,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 103,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9677.84,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12675.64,3.5,0.0,0,0.0,0,2022-05-23
Producto 43,0.0,0,14167.699999999999,3.5,0.0,0,0.0,0,0.0,0,16611.94,3.5,19268.97,3.5,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22901.43,7,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 44,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20760.69,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,37891.159999999996,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 59,0.0,0,10541.380000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-23
Producto 238,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12292.24,3.5,0.0,0,0.0,0,2022-05-23
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3396.14,7,0.0,0,3011.12,3.5,0.0,0,0.0,0,2022-05-24
Producto 208,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4461.21,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 192,0.0,0,0.0,0,0.0,0,0.0,0,3739.7999999999997,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5053.8099999999995,3.5,0.0,0,0.0,0,6289.54,3.5,5270.2,3.5,2022-05-24
Producto 8,0.0,0,7559.51,7,0.0,0,0.0,0,0.0,0,6155.599999999999,3.5,0.0,0,6967.346666666666,10.5,7713.5,3.5,0.0,0,2022-05-24
Producto 9,0.0,0,7282.95,3.5,0.0,0,0.0,0,0.0,0,7321.490000000001,7,7659.61,7,7282.95,3.5,9149.039999999999,3.5,0.0,0,2022-05-24
Producto 10,0.0,0,9467.210000000001,3.5,0.0,0,0.0,0,0.0,0,9016.390000000001,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 11,0.0,0,2977.16,3.5,0.0,0,0.0,0,2882.765,7,3079.2171428571432,24.5,0.0,0,5222.83,7,0.0,0,0.0,0,2022-05-24
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6363.5199999999995,3.5,0.0,0,0.0,0,2022-05-24
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5980.32,3.5,0.0,0,0.0,0,2022-05-24
Producto 27,0.0,0,3362.2000000000003,3.5,0.0,0,0.0,0,0.0,0,3190.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 108,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5202.67,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 69,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3815.19,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 28,5041.37,3.5,5867.400000000001,3.5,0.0,0,0.0,0,0.0,0,4861.553333333333,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6398.54,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 30,2929.3300000000004,7,0.0,0,0.0,0,0.0,0,0.0,0,3381.0299999999997,3.5,0.0,0,3944.9200000000005,10.5,0.0,0,0.0,0,2022-05-24
Producto 16,0.0,0,7465.5,3.5,0.0,0,0.0,0,0.0,0,4266.1900000000005,3.5,0.0,0,3732.75,7,0.0,0,3732.75,7,2022-05-24
Producto 31,0.0,0,0.0,0,0.0,0,0.0,0,5744.099999999999,3.5,4838.63,7,0.0,0,0.0,0,0.0,0,9903.14,3.5,2022-05-24
Producto 134,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10598.26,3.5,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 49,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12052.06,3.5,0.0,0,12021.929999999998,3.5,0.0,0,0.0,0,2022-05-24
Producto 33,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4334.4800000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1487.615,14,0.0,0,1410.25,7,0.0,0,0.0,0,2022-05-24
Producto 64,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2037.26,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 202,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2042.25,3.5,0.0,0,3044.4700000000003,3.5,0.0,0,0.0,0,2022-05-24
Producto 215,0.0,0,6413.410000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 135,0.0,0,8477.28,3.5,0.0,0,0.0,0,0.0,0,8498.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 51,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12285.16,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 112,0.0,0,4855.08,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 239,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 237,0.0,0,11577.1,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17158.969999999998,3.5,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17240.52,3.5,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22545.53,3.5,0.0,0,19386.170000000002,3.5,0.0,0,23672.81,3.5,2022-05-24
Producto 44,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21853.360000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,35108.39,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
Producto 240,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,89655.17,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-24
