Producto,Cadereyta Precio por unidad,Cadereyta Cantidad ordenada,Coahuila Precio por unidad,Coahuila Cantidad ordenada,Durango Precio por unidad,Durango Cantidad ordenada,Expos F Precio por unidad,Expos F Cantidad ordenada,Laredo Precio por unidad,Laredo Cantidad ordenada,Monterrey Precio por unidad,Monterrey Cantidad ordenada,Online Precio por unidad,Online Cantidad ordenada,Queretaro Precio por unidad,Queretaro Cantidad ordenada,Reynosa Precio por unidad,Reynosa Cantidad ordenada,San Luis Precio por unidad,San Luis Cantidad ordenada,Fecha
Producto 54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,24126.2,3.5,2022-04-30
Producto 128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18688.16,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-30
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17980.969999999998,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-30
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,19810.329999999998,3.5,0.0,0,0.0,0,0.0,0,21895.63,3.5,2022-04-30
Producto 59,0.0,0,9297.5,3.5,0.0,0,0.0,0,0.0,0,8583.91,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-30
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12138.789999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-30
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,3174.6099999999997,10.5,3211.6349999999998,7,0.0,0,3458.3300000000004,3.5,0.0,0,0.0,0,2022-05-01
Producto 25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5683.410000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5425.01,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,8005.07,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 93,0.0,0,0.0,0,0.0,0,8189.28,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 77,10430.710000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5327.26,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7370.45,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 9,0.0,0,0.0,0,0.0,0,7803.910000000001,3.5,0.0,0,9127.390000000001,3.5,9582.76,3.5,8491.5,3.5,0.0,0,0.0,0,2022-05-01
Producto 130,0.0,0,0.0,0,0.0,0,8620.619999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 10,0.0,0,13161.039999999999,3.5,0.0,0,10694.34,3.5,0.0,0,10716.85,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2046.2759999999992,17.5,0.0,0,3328.91,3.5,0.0,0,0.0,0,2022-05-01
Producto 121,0.0,0,0.0,0,0.0,0,3869.8300000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3901.61,3.5,0.0,0,0.0,0,0.0,0,2500.38,3.5,2022-05-01
Producto 47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3826.77,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 13,0.0,0,6983.0,3.5,0.0,0,5895.25,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,5611.89,3.5,4248.51,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 28,0.0,0,5603.2,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 166,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5785.26,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 167,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3025.2599999999998,3.5,0.0,0,0.0,0,2022-05-01
Producto 136,0.0,0,0.0,0,0.0,0,3964.66,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 16,0.0,0,7503.96,3.5,0.0,0,5404.455,7,0.0,0,7602.8,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 168,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5462.07,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 169,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13797.199999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1733.3700000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 71,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7447.910000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 170,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11328.02,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 171,0.0,0,8381.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 33,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4334.4800000000005,3.5,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 22,0.0,0,6474.660000000001,3.5,0.0,0,0.0,0,0.0,0,6260.24,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 50,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8670.619999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 135,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9101.99,3.5,0.0,0,0.0,0,2022-05-01
Producto 42,0.0,0,0.0,0,0.0,0,16033.61,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,19424.28,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 151,0.0,0,0.0,0,0.0,0,19154.31,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,20777.73,3.5,18922.829999999998,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 58,0.0,0,0.0,0,0.0,0,0.0,0,9326.85,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 59,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8583.91,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 104,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11095.69,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-01
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3293.9900000000002,3.5,4044.8300000000004,3.5,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 25,0.0,0,6612.28,3.5,0.0,0,0.0,0,0.0,0,6297.410000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6069.2,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 77,0.0,0,10872.130000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 7,0.0,0,5593.62,3.5,0.0,0,0.0,0,0.0,0,5778.985,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 8,7370.45,3.5,0.0,0,0.0,0,0.0,0,7919.0599999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 140,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6455.99,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12086.23,3.5,0.0,0,2022-05-02
Producto 11,0.0,0,2752.6699999999996,7,0.0,0,0.0,0,3226.895,7,1654.5741666666665,42,0.0,0,3162.14,3.5,0.0,0,1729.91,3.5,2022-05-02
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3078.155000000001,14,0.0,0,4455.33,7,0.0,0,0.0,0,2022-05-02
Producto 47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3989.0,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,6793.53,3.5,6358.47,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7283.849999999999,3.5,0.0,0,0.0,0,2022-05-02
Producto 30,0.0,0,5825.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5735.415,7,0.0,0,0.0,0,2022-05-02
Producto 16,0.0,0,0.0,0,0.0,0,0.0,0,7330.99,3.5,6145.966666666667,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9190.82,3.5,0.0,0,0.0,0,0.0,0,10468.664999999999,7,2022-05-02
Producto 109,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1411.8600000000001,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 49,0.0,0,0.0,0,0.0,0,0.0,0,14868.31,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1864.045,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 172,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5617.910000000001,3.5,0.0,0,0.0,0,2022-05-02
Producto 50,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8193.74,3.5,0.0,0,0.0,0,2022-05-02
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9449.820000000002,3.5,0.0,0,10332.42,3.5,0.0,0,0.0,0,2022-05-02
Producto 173,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10838.380000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 174,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4768.400000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16018.14,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14359.22,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 23,0.0,0,23876.850000000002,3.5,0.0,0,0.0,0,0.0,0,20579.245,14,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,49838.04,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 175,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,69372.2,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-02
Producto 3,0.0,0,9376.48,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6018.78,3.5,0.0,0,0.0,0,2022-05-03
Producto 6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11436.61,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 149,0.0,0,5402.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 77,13017.789999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 11,0.0,0,3017.27,3.5,0.0,0,0.0,0,0.0,0,2303.640000000001,14,2901.5750000000003,7,0.0,0,0.0,0,2828.3,3.5,2022-05-03
Producto 12,0.0,0,3181.7599999999998,7,0.0,0,0.0,0,0.0,0,3030.245,7,0.0,0,4167.633333333333,10.5,0.0,0,3441.78,10.5,2022-05-03
Producto 47,5051.3,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4087.326666666667,10.5,2022-05-03
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4508.755,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3903.19,3.5,0.0,0,0.0,0,2022-05-03
Producto 14,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4380.22,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 69,0.0,0,0.0,0,0.0,0,0.0,0,5377.54,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 16,4732.22,3.5,7092.22,3.5,0.0,0,0.0,0,0.0,0,6153.6900000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 109,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2129.94,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1854.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 71,0.0,0,6635.12,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 21,1710.465,7,1777.2,14,0.0,0,0.0,0,0.0,0,1447.73,3.5,1693.26,10.5,0.0,0,1712.9,3.5,0.0,0,2022-05-03
Producto 64,0.0,0,2288.12,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2157.37,3.5,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6120.405,7,0.0,0,0.0,0,2022-05-03
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8411.83,3.5,0.0,0,0.0,0,2022-05-03
Producto 176,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20593.45,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 173,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8895.67,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 52,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2440.8299999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 75,0.0,0,12616.36,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 43,0.0,0,18784.73,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 23,0.0,0,21740.91,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-03
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4003.06,3.5,0.0,0,0.0,0,2022-05-04
Producto 92,0.0,0,5323.47,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 45,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6199.67,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12459.24,3.5,0.0,0,0.0,0,2022-05-04
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7282.87,7,0.0,0,0.0,0,2022-05-04
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9330.03,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 130,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7473.150000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12169.570000000002,3.5,0.0,0,10925.23,3.5,0.0,0,10160.47,3.5,2022-05-04
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2940.2711111111107,31.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5800.463333333333,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,11299.710000000001,3.5,4508.755,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3954.6,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5372.243333333334,10.5,0.0,0,6122.435000000002,7,0.0,0,0.0,0,2022-05-04
Producto 29,0.0,0,6573.54,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 30,0.0,0,2958.69,7,0.0,0,0.0,0,0.0,0,2415.26,24.5,0.0,0,3356.645,7,0.0,0,0.0,0,2022-05-04
Producto 16,0.0,0,3947.11,7,0.0,0,0.0,0,0.0,0,7327.79,3.5,0.0,0,3732.75,7,0.0,0,4116.9400000000005,7,2022-05-04
Producto 31,0.0,0,4233.59,7,0.0,0,0.0,0,0.0,0,0.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11271.39,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1586.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 72,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9834.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 144,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11748.15,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7757.76,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 21,0.0,0,1693.4850000000001,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7192.11,3.5,0.0,0,0.0,0,2022-05-04
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9841.01,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 135,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8921.77,3.5,2022-05-04
Producto 51,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13059.86,3.5,0.0,0,0.0,0,2022-05-04
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17342.56,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 177,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48298.83,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 178,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,60698.93,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,38036.54,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 104,0.0,0,9961.49,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12138.789999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 138,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,75860.66,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-04
Producto 25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4480.99,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13929.42,3.5,2022-05-05
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6793.47,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6936.0599999999995,3.5,0.0,0,7666.17,3.5,0.0,0,0.0,0,2022-05-05
Producto 9,0.0,0,8728.7,3.5,0.0,0,0.0,0,0.0,0,7977.17,3.5,0.0,0,0.0,0,8996.47,3.5,9796.52,3.5,2022-05-05
Producto 10,0.0,0,10160.47,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 11,0.0,0,3244.8300000000004,3.5,0.0,0,0.0,0,0.0,0,2487.06,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 12,0.0,0,0.0,0,3706.4700000000003,7,0.0,0,0.0,0,3580.68,3.5,0.0,0,3817.7799999999997,3.5,0.0,0,3595.5750000000003,7,2022-05-05
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9017.51,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 27,0.0,0,3320.9,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 108,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7318.839999999999,3.5,0.0,0,2022-05-05
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6260.5199999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3757.0666666666666,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 16,0.0,0,4479.5,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 142,0.0,0,6703.745,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 98,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6949.83,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1478.2099999999998,7,0.0,0,1601.72,3.5,0.0,0,0.0,0,2022-05-05
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12979.86,3.5,0.0,0,2022-05-05
Producto 176,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,22761.18,3.5,2022-05-05
Producto 41,0.0,0,7831.86,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 127,0.0,0,0.0,0,0.0,0,0.0,0,16011.870000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,12746.0,3.5,2022-05-05
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,24017.47,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 104,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.86,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12138.789999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-05
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2860.565,7,0.0,0,0.0,0,2022-05-06
Producto 25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5306.8099999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 164,0.0,0,3266.77,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 2,0.0,0,0.0,0,0.0,0,0.0,0,5745.339999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5808.42,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 97,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5207.72,3.5,0.0,0,0.0,0,2022-05-06
Producto 8,0.0,0,6918.724999999999,7,0.0,0,0.0,0,0.0,0,7325.46,3.5,0.0,0,8092.08,3.5,0.0,0,0.0,0,2022-05-06
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7179.45,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9624.605,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 11,0.0,0,3448.2799999999997,3.5,0.0,0,0.0,0,0.0,0,2488.724285714286,24.5,0.0,0,3071.1699999999996,3.5,0.0,0,0.0,3.5,2022-05-06
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3366.4025,14,0.0,0,3307.6466666666665,10.5,0.0,0,5776.160000000001,3.5,2022-05-06
Producto 47,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3976.9550000000004,7,0.0,0,0.0,0,2022-05-06
Producto 179,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2284.57,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 68,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3548.35,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 94,0.0,0,2777.9700000000003,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 108,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5271.1900000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-05-06
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7432.07,3.5,0.0,0,2022-05-06
