date,Encoded Products,Cadereyta total $,Cadereyta ctdad,Coahuila total $,Coahuila ctdad,Durango total $,Durango ctdad,Expos F total $,Expos F ctdad,Laredo total $,Laredo ctdad,Monterrey total $,Monterrey ctdad,Online total $,Online ctdad,Queretaro total $,Queretaro ctdad,Reynosa total $,Reynosa ctdad,San Luis total $,San Luis ctdad,Total libre de impuestos,Ctdad Ordenada
02-01-22,Producto 11,0,0,0,0,0,0,0,0,0,0,40461.47,7,0,0,0,0,0,0,18162.13,3.5,58623.6,10.5
02-01-22,Producto 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23477.44,3.5,0,0,0,0,23477.44,3.5
02-01-22,Producto 24,0,0,0,0,0,0,0,0,0,0,31083.5,3.5,0,0,0,0,0,0,0,0,31083.5,3.5
02-01-22,Producto 15,0,0,0,0,0,0,0,0,0,0,42846.02,7,0,0,0,0,0,0,0,0,42846.02,7
02-01-22,Producto 9,0,0,27154.855,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27154.855,3.5
02-01-22,Producto 4,0,0,0,0,0,0,0,0,0,0,35462.35,3.5,0,0,79710.715,7,93552.375,7,78390.48,7,287115.92,24.5
02-01-22,Producto 3,0,0,10361.54,3.5,0,0,0,0,22609.58,7,9868.145,3.5,0,0,0,0,0,0,10361.54,3.5,53200.805,17.5
02-01-22,Producto 2,0,0,0,0,14556.29,3.5,0,0,0,0,0,0,0,0,0,0,0,0,13242.18,3.5,27798.47,7
02-01-22,Producto 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21480.865,3.5,21480.865,3.5
02-01-22,Producto 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13580.07,3.5,13580.07,3.5
02-01-22,Producto 26,0,0,22477.875,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22477.875,3.5
02-01-22,Producto 13,0,0,0,0,0,0,0,0,0,0,23648.17,3.5,0,0,0,0,0,0,26137.44,3.5,49785.61,7
02-01-22,Producto 14,0,0,0,0,0,0,0,0,0,0,31951.955,3.5,0,0,0,0,0,0,33549.565,3.5,65501.52,7
02-01-22,Producto 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45540.635,3.5,0,0,0,0,45540.635,3.5
02-01-22,Producto 19,0,0,0,0,0,0,0,0,0,0,23666.58,7,0,0,0,0,0,0,28672.385,7,52338.965,14
02-01-22,Producto 7,0,0,0,0,0,0,0,0,0,0,18510.87,3.5,0,0,0,0,0,0,0,0,18510.87,3.5
02-01-22,Producto 27,0,0,0,0,0,0,0,0,30029.755,3.5,0,0,0,0,0,0,0,0,0,0,30029.755,3.5
02-01-22,Producto 34,0,0,0,0,0,0,0,0,0,0,28222.565,3.5,0,0,0,0,0,0,0,0,28222.565,3.5
02-01-22,Producto 65,0,0,0,0,0,0,0,0,0,0,23290.085,3.5,0,0,0,0,0,0,0,0,23290.085,3.5
02-01-22,Producto 1,0,0,12859.175,7,0,0,0,0,0,0,10471.195,7,0,0,0,0,12430.53,7,22953.63,14,58714.53,35
02-01-22,Producto 0,0,0,0,0,0,0,0,0,0,0,15167.95,7,0,0,0,0,8749.335,3.5,0,0,23917.285,10.5
02-01-22,Producto 5,0,0,0,0,10024.98,3.5,0,0,0,0,31520.02,10.5,0,0,0,0,0,0,0,0,41545,14
02-01-22,Producto 37,0,0,0,0,0,0,0,0,0,0,42734.895,7,0,0,0,0,0,0,0,0,42734.895,7
02-01-22,Producto 21,0,0,0,0,0,0,0,0,32031.51,3.5,23069.795,3.5,0,0,0,0,0,0,0,0,55101.305,7
02-01-22,Producto 20,0,0,0,0,0,0,0,0,0,0,30771.3,3.5,0,0,0,0,0,0,0,0,30771.3,3.5
02-01-22,Producto 12,0,0,0,0,0,0,0,0,0,0,65553.95,7,0,0,0,0,0,0,0,0,65553.95,7
02-01-22,Producto 43,0,0,0,0,0,0,0,0,0,0,32373.95,3.5,0,0,0,0,0,0,0,0,32373.95,3.5
02-01-22,Producto 105,0,0,0,0,0,0,0,0,21788.305,3.5,0,0,0,0,0,0,0,0,0,0,21788.305,3.5
02-01-22,Producto 79,0,0,0,0,0,0,0,0,0,0,65930.935,3.5,0,0,0,0,0,0,0,0,65930.935,3.5
02-01-22,Producto 16,0,0,0,0,0,0,0,0,0,0,53339.44,3.5,0,0,0,0,0,0,0,0,53339.44,3.5
02-01-22,Producto 8,0,0,239569.015,10.5,0,0,0,0,0,0,207726.435,10.5,0,0,0,0,0,0,0,0,447295.45,21
02-01-22,Producto 117,0,0,0,0,0,0,0,0,0,0,25646.075,3.5,0,0,0,0,0,0,0,0,25646.075,3.5
03-01-22,Producto 22,0,0,0,0,0,0,0,0,0,0,11529.91,3.5,0,0,0,0,0,0,0,0,11529.91,3.5
03-01-22,Producto 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18162.13,3.5,0,0,0,0,18162.13,3.5
03-01-22,Producto 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24207.89,3.5,0,0,24207.89,3.5
03-01-22,Producto 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41899.34,3.5,0,0,0,0,41899.34,3.5
03-01-22,Producto 44,0,0,0,0,0,0,0,0,0,0,37932.51,3.5,0,0,0,0,0,0,0,0,37932.51,3.5
03-01-22,Producto 9,0,0,0,0,0,0,0,0,0,0,25796.575,3.5,0,0,0,0,0,0,0,0,25796.575,3.5
03-01-22,Producto 10,0,0,35401.625,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35401.625,3.5
03-01-22,Producto 4,0,0,41638.625,3.5,0,0,0,0,0,0,37328.795,3.5,0,0,0,0,0,0,81484.795,7,160452.215,14
03-01-22,Producto 3,0,0,0,0,0,0,0,0,0,0,19736.29,7,0,0,21268.45,7,0,0,0,0,41004.74,14
03-01-22,Producto 2,0,0,0,0,0,0,0,0,0,0,14750.435,3.5,0,0,26484.36,7,0,0,0,0,41234.795,10.5
03-01-22,Producto 25,0,0,0,0,0,0,0,0,0,0,15526.21,3.5,0,0,0,0,0,0,0,0,15526.21,3.5
03-01-22,Producto 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22038.065,3.5,22038.065,3.5
03-01-22,Producto 13,16595.845,3.5,0,0,0,0,0,0,0,0,29114.435,3.5,0,0,0,0,0,0,0,0,45710.28,7
03-01-22,Producto 14,0,0,0,0,0,0,0,0,0,0,28756.77,3.5,0,0,0,0,30809.695,3.5,0,0,59566.465,7
03-01-22,Producto 18,0,0,0,0,0,0,0,0,0,0,0,0,37083.06,3.5,0,0,41821.465,3.5,0,0,78904.525,7
03-01-22,Producto 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38872.855,7,38872.855,7
03-01-22,Producto 71,0,0,0,0,0,0,0,0,0,0,8870.68,3.5,0,0,0,0,0,0,0,0,8870.68,3.5
03-01-22,Producto 81,0,0,0,0,0,0,0,0,0,0,7887.95,3.5,0,0,0,0,0,0,0,0,7887.95,3.5
03-01-22,Producto 39,0,0,0,0,0,0,0,0,0,0,31312.925,7,0,0,0,0,0,0,0,0,31312.925,7
03-01-22,Producto 1,0,0,0,0,0,0,0,0,0,0,22718.185,14,0,0,0,0,0,0,6638.52,3.5,29356.705,17.5
03-01-22,Producto 118,0,0,9021.88,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9021.88,3.5
03-01-22,Producto 0,0,0,27941.06,10.5,0,0,0,0,0,0,46790.065,21,0,0,0,0,8553.055,3.5,8382.325,3.5,91666.505,38.5
03-01-22,Producto 5,0,0,21549.605,7,0,0,0,0,0,0,11040.295,3.5,0,0,31415.09,10.5,0,0,0,0,64004.99,21
03-01-22,Producto 40,0,0,18261.04,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18261.04,3.5
03-01-22,Producto 21,0,0,0,0,29822.45,3.5,0,0,0,0,24283.98,3.5,0,0,0,0,0,0,0,0,54106.43,7
03-01-22,Producto 12,0,0,0,0,0,0,0,0,0,0,103201.245,10.5,0,0,0,0,0,0,0,0,103201.245,10.5
03-01-22,Producto 58,0,0,0,0,0,0,0,0,0,0,64027.6,7,0,0,0,0,0,0,0,0,64027.6,7
03-01-22,Producto 59,0,0,0,0,0,0,0,0,0,0,46265.975,3.5,0,0,0,0,0,0,0,0,46265.975,3.5
03-01-22,Producto 16,0,0,50840.09,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50840.09,3.5
03-01-22,Producto 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157761.275,3.5,0,0,0,0,157761.275,3.5
03-01-22,Producto 126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5087.25,3.5,0,0,0,0,5087.25,3.5
03-01-22,Producto 68,0,0,0,0,0,0,0,0,0,0,23821.07,3.5,0,0,0,0,0,0,0,0,23821.07,3.5
04-01-22,Producto 22,0,0,15133.02,3.5,0,0,0,0,0,0,11529.91,3.5,0,0,0,0,0,0,0,0,26662.93,7
04-01-22,Producto 100,0,0,0,0,0,0,0,0,0,0,22183.21,3.5,0,0,0,0,0,0,0,0,22183.21,3.5
04-01-22,Producto 11,0,0,0,0,0,0,0,0,0,0,32864.86,7,0,0,0,0,0,0,0,0,32864.86,7
04-01-22,Producto 6,0,0,0,0,0,0,0,0,0,0,42483,7,0,0,0,0,0,0,0,0,42483,7
04-01-22,Producto 24,0,0,0,0,0,0,0,0,0,0,31266.34,3.5,0,0,0,0,0,0,0,0,31266.34,3.5
04-01-22,Producto 41,0,0,0,0,0,0,0,0,0,0,35913.71,3.5,0,0,0,0,0,0,0,0,35913.71,3.5
04-01-22,Producto 15,0,0,0,0,0,0,0,0,0,0,58271.535,10.5,0,0,0,0,0,0,0,0,58271.535,10.5
04-01-22,Producto 9,0,0,30910.145,3.5,0,0,0,0,34026.685,3.5,157033.24,21,0,0,0,0,0,0,27457.045,3.5,249427.115,31.5
04-01-22,Producto 10,0,0,0,0,0,0,0,0,0,0,108204.215,14,0,0,0,0,0,0,0,0,108204.215,14
04-01-22,Producto 4,0,0,45842.37,3.5,0,0,0,0,0,0,36208.935,3.5,0,0,0,0,0,0,0,0,82051.305,7
04-01-22,Producto 3,0,0,0,0,0,0,0,0,26032.895,7,0,0,0,0,0,0,0,0,0,0,26032.895,7
04-01-22,Producto 2,0,0,14481.25,3.5,0,0,0,0,0,0,37834.86,10.5,0,0,0,0,0,0,0,0,52316.11,14
04-01-22,Producto 23,0,0,0,0,0,0,0,0,0,0,23777.25,3.5,0,0,0,0,0,0,0,0,23777.25,3.5
04-01-22,Producto 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16250.395,3.5,0,0,0,0,16250.395,3.5
04-01-22,Producto 26,0,0,0,0,0,0,0,0,0,0,150800.51,28,0,0,0,0,0,0,0,0,150800.51,28
04-01-22,Producto 99,0,0,0,0,0,0,0,0,13642.055,3.5,0,0,0,0,0,0,0,0,0,0,13642.055,3.5
04-01-22,Producto 13,0,0,0,0,0,0,0,0,0,0,21459.305,3.5,0,0,48669.74,7,0,0,0,0,70129.045,10.5
04-01-22,Producto 14,0,0,0,0,0,0,0,0,0,0,27318.935,3.5,0,0,0,0,0,0,0,0,27318.935,3.5
04-01-22,Producto 18,0,0,0,0,0,0,0,0,0,0,43372.035,3.5,0,0,0,0,0,0,38937.22,3.5,82309.255,7
04-01-22,Producto 19,0,0,0,0,0,0,0,0,0,0,52793.86,14,0,0,0,0,0,0,0,0,52793.86,14
04-01-22,Producto 94,0,0,0,0,0,0,0,0,0,0,11554.69,3.5,0,0,0,0,0,0,0,0,11554.69,3.5
04-01-22,Producto 7,0,0,0,0,0,0,0,0,0,0,15777.685,3.5,0,0,19436.41,3.5,0,0,19436.41,3.5,54650.505,10.5
04-01-22,Producto 27,0,0,0,0,0,0,0,0,0,0,18595.605,3.5,0,0,0,0,0,0,0,0,18595.605,3.5
04-01-22,Producto 30,21847.84,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21847.84,3.5
04-01-22,Producto 71,0,0,0,0,0,0,0,0,0,0,8870.68,3.5,0,0,0,0,0,0,0,0,8870.68,3.5
04-01-22,Producto 80,0,0,0,0,0,0,0,0,0,0,0,0,9223.69,3.5,0,0,0,0,0,0,9223.69,3.5
04-01-22,Producto 34,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
04-01-22,Producto 35,0,0,0,0,0,0,0,0,0,0,11643.52,3.5,0,0,0,0,0,0,0,0,11643.52,3.5
04-01-22,Producto 39,0,0,0,0,0,0,0,0,0,0,15656.48,3.5,0,0,0,0,0,0,0,0,15656.48,3.5
04-01-22,Producto 211,0,0,34705.895,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34705.895,3.5
04-01-22,Producto 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4215.295,3.5,0,0,0,0,4215.295,3.5
04-01-22,Producto 84,0,0,0,0,0,0,0,0,0,0,5397.84,3.5,0,0,0,0,0,0,0,0,5397.84,3.5
04-01-22,Producto 0,0,0,0,0,0,0,0,0,0,0,91714.525,42,0,0,15852.06,7,17826.375,7,0,0,125392.96,56
04-01-22,Producto 5,0,0,0,0,0,0,0,0,0,0,28318.325,10.5,0,0,20344.45,7,11205.88,3.5,0,0,59868.655,21
04-01-22,Producto 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19182.625,3.5,0,0,0,0,19182.625,3.5
04-01-22,Producto 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25498.2,3.5,0,0,0,0,25498.2,3.5
04-01-22,Producto 20,0,0,0,0,0,0,0,0,0,0,30771.3,3.5,0,0,0,0,0,0,0,0,30771.3,3.5
04-01-22,Producto 12,0,0,0,0,0,0,0,0,0,0,33354.825,3.5,0,0,0,0,0,0,0,0,33354.825,3.5
04-01-22,Producto 64,0,0,0,0,0,0,0,0,0,0,35605.15,3.5,0,0,0,0,0,0,0,0,35605.15,3.5
04-01-22,Producto 54,0,0,0,0,0,0,0,0,0,0,44038.365,3.5,0,0,0,0,0,0,0,0,44038.365,3.5
04-01-22,Producto 33,0,0,0,0,0,0,0,0,0,0,57329.475,3.5,0,0,0,0,0,0,69228.95,3.5,126558.425,7
04-01-22,Producto 16,0,0,0,0,0,0,0,0,0,0,65668.75,3.5,0,0,0,0,0,0,0,0,65668.75,3.5
04-01-22,Producto 8,0,0,0,0,0,0,0,0,0,0,136894.45,7,0,0,69557.215,3.5,0,0,0,0,206451.665,10.5
04-01-22,Producto 137,0,0,31679.97,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31679.97,3.5
04-01-22,Producto 67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42023.52,3.5,0,0,0,0,42023.52,3.5
04-01-22,Producto 124,0,0,17224.06,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17224.06,3.5
05-01-22,Producto 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12106.395,3.5,0,0,0,0,12106.395,3.5
05-01-22,Producto 63,0,0,16408.525,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16408.525,3.5
05-01-22,Producto 6,0,0,0,0,0,0,0,0,0,0,23601.69,3.5,0,0,22303.61,3.5,0,0,0,0,45905.3,7
05-01-22,Producto 15,0,0,0,0,0,0,0,0,0,0,19423.845,3.5,0,0,0,0,0,0,0,0,19423.845,3.5
05-01-22,Producto 9,0,0,29905.925,3.5,0,0,0,0,0,0,0,0,0,0,31680.005,3.5,0,0,91130.69,10.5,152716.62,17.5
05-01-22,Producto 4,0,0,0,0,0,0,0,0,0,0,0,0,45837.925,3.5,0,0,0,0,43550.255,3.5,89388.18,7
05-01-22,Producto 3,0,0,0,0,0,0,0,0,13016.465,3.5,9868.145,3.5,0,0,0,0,0,0,0,0,22884.61,7
05-01-22,Producto 2,0,0,0,0,0,0,0,0,16136.155,3.5,42112.49,10.5,0,0,13242.18,3.5,0,0,0,0,71490.825,17.5
05-01-22,Producto 25,0,0,0,0,0,0,0,0,0,0,45843.21,10.5,0,0,0,0,0,0,0,0,45843.21,10.5
05-01-22,Producto 28,0,0,0,0,0,0,0,0,0,0,11227.02,3.5,0,0,0,0,0,0,0,0,11227.02,3.5
05-01-22,Producto 29,0,0,0,0,0,0,0,0,0,0,15471.54,3.5,0,0,0,0,0,0,0,0,15471.54,3.5
05-01-22,Producto 26,0,0,0,0,0,0,0,0,0,0,24234.385,3.5,0,0,0,0,0,0,0,0,24234.385,3.5
05-01-22,Producto 13,0,0,0,0,0,0,0,0,0,0,26202.96,3.5,0,0,26137.44,3.5,0,0,0,0,52340.4,7
05-01-22,Producto 14,0,0,0,0,0,0,0,0,66303.895,7,54637.87,7,0,0,0,0,0,0,0,0,120941.765,14
05-01-22,Producto 18,37083.06,3.5,0,0,0,0,0,0,44511.775,3.5,0,0,0,0,38937.22,3.5,0,0,0,0,120532.055,10.5
05-01-22,Producto 19,0,0,16767.485,3.5,0,0,0,0,0,0,11833.29,3.5,0,0,0,0,0,0,0,0,28600.775,7
05-01-22,Producto 7,0,0,22732.64,3.5,0,0,0,0,0,0,18510.87,3.5,0,0,0,0,0,0,20217.96,3.5,61461.47,10.5
05-01-22,Producto 27,0,0,0,0,0,0,0,0,0,0,22766.38,3.5,0,0,0,0,0,0,0,0,22766.38,3.5
05-01-22,Producto 30,0,0,0,0,0,0,0,0,0,0,21847.84,3.5,0,0,0,0,0,0,0,0,21847.84,3.5
05-01-22,Producto 35,0,0,0,0,0,0,0,0,0,0,34930.595,10.5,0,0,0,0,0,0,0,0,34930.595,10.5
05-01-22,Producto 1,0,0,0,0,0,0,0,0,0,0,5974.675,3.5,0,0,13540.87,7,0,0,7244.93,3.5,26760.475,14
05-01-22,Producto 17,0,0,0,0,0,0,0,0,0,0,7736.645,3.5,0,0,0,0,0,0,0,0,7736.645,3.5
05-01-22,Producto 0,0,0,9313.675,3.5,0,0,0,0,0,0,45503.885,21,0,0,15926.4,7,0,0,39816,17.5,110559.96,49
05-01-22,Producto 5,0,0,10711.26,3.5,0,0,0,0,0,0,9958.34,3.5,0,0,0,0,10645.565,3.5,0,0,31315.165,10.5
05-01-22,Producto 40,0,0,15613.185,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15613.185,3.5
05-01-22,Producto 12,0,0,0,0,0,0,0,0,0,0,63915.11,7,0,0,0,0,0,0,0,0,63915.11,7
05-01-22,Producto 64,0,0,0,0,0,0,0,0,0,0,39505.795,3.5,0,0,0,0,0,0,0,0,39505.795,3.5
05-01-22,Producto 116,0,0,0,0,0,0,0,0,0,0,64052.415,3.5,0,0,0,0,0,0,0,0,64052.415,3.5
05-01-22,Producto 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53976.965,3.5,0,0,0,0,53976.965,3.5
05-01-22,Producto 16,0,0,0,0,0,0,0,0,0,0,51285.71,3.5,0,0,0,0,0,0,0,0,51285.71,3.5
05-01-22,Producto 8,0,0,0,0,0,0,0,0,85578.01,3.5,139614.09,7,0,0,0,0,0,0,0,0,225192.1,10.5
05-01-22,Producto 177,0,0,0,0,0,0,0,0,0,0,178693.83,3.5,0,0,0,0,0,0,0,0,178693.83,3.5
05-01-22,Producto 175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3915.1,3.5,0,0,0,0,3915.1,3.5
06-01-22,Producto 6,0,0,23228.065,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23228.065,3.5
06-01-22,Producto 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25490.185,3.5,0,0,0,0,25490.185,3.5
06-01-22,Producto 24,0,0,0,0,0,0,0,0,0,0,31266.34,3.5,0,0,0,0,0,0,0,0,31266.34,3.5
06-01-22,Producto 41,0,0,0,0,0,0,0,0,40841.36,3.5,0,0,0,0,0,0,0,0,0,0,40841.36,3.5
06-01-22,Producto 15,0,0,0,0,0,0,0,0,0,0,22717.94,3.5,0,0,0,0,0,0,0,0,22717.94,3.5
06-01-22,Producto 9,0,0,0,0,0,0,0,0,0,0,25796.575,3.5,0,0,0,0,0,0,0,0,25796.575,3.5
06-01-22,Producto 10,0,0,0,0,0,0,0,0,0,0,56426.825,7,0,0,0,0,0,0,0,0,56426.825,7
06-01-22,Producto 4,0,0,39224.115,3.5,0,0,0,0,0,0,73533.18,7,0,0,41258.105,3.5,0,0,39195.24,3.5,193210.64,17.5
06-01-22,Producto 3,0,0,0,0,0,0,0,0,0,0,41146.105,14,0,0,0,0,0,0,0,0,41146.105,14
06-01-22,Producto 2,0,0,0,0,0,0,0,0,0,0,37834.86,10.5,0,0,0,0,16086.21,3.5,15487.955,3.5,69409.025,17.5
06-01-22,Producto 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21346.01,3.5,0,0,0,0,21346.01,3.5
06-01-22,Producto 28,0,0,13131.02,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13131.02,3.5
06-01-22,Producto 13,0,0,0,0,0,0,0,0,0,0,53706.03,7,0,0,0,0,0,0,0,0,53706.03,7
06-01-22,Producto 7,0,0,0,0,0,0,0,0,0,0,31555.37,7,0,0,0,0,0,0,0,0,31555.37,7
06-01-22,Producto 55,0,0,0,0,0,0,0,0,0,0,54942.965,3.5,0,0,0,0,0,0,0,0,54942.965,3.5
06-01-22,Producto 61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,3.5,0,0,0,0,2.59,3.5
06-01-22,Producto 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65963.31,3.5,65963.31,3.5
06-01-22,Producto 1,0,0,4930.17,3.5,0,0,0,0,0,0,4215.295,3.5,0,0,0,0,0,0,0,0,9145.465,7
06-01-22,Producto 17,0,0,0,0,0,0,0,0,0,0,7736.645,3.5,0,0,0,0,0,0,0,0,7736.645,3.5
06-01-22,Producto 0,0,0,0,0,0,0,0,0,0,0,30335.935,14,0,0,8765.4,3.5,0,0,0,0,39101.335,17.5
06-01-22,Producto 5,0,0,0,0,0,0,0,0,0,0,20479.725,7,0,0,10433.045,3.5,0,0,0,0,30912.77,10.5
06-01-22,Producto 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26083.295,3.5,0,0,0,0,26083.295,3.5
06-01-22,Producto 12,0,0,0,0,0,0,0,0,0,0,65553.95,7,0,0,0,0,0,0,0,0,65553.95,7
06-01-22,Producto 59,0,0,0,0,0,0,0,0,0,0,35678.23,3.5,0,0,0,0,0,0,0,0,35678.23,3.5
06-01-22,Producto 45,0,0,0,0,0,0,0,0,0,0,91050.365,3.5,0,0,0,0,0,0,0,0,91050.365,3.5
06-01-22,Producto 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109772.81,7,0,0,0,0,109772.81,7
06-01-22,Producto 8,0,0,0,0,0,0,0,0,77020.195,3.5,0,0,0,0,0,0,0,0,0,0,77020.195,3.5
06-01-22,Producto 216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178453.625,3.5,178453.625,3.5
06-01-22,Producto 68,0,0,0,0,0,0,0,0,0,0,22782.48,3.5,0,0,0,0,0,0,0,0,22782.48,3.5
07-01-22,Producto 11,0,0,0,0,0,0,0,0,0,0,16996.875,3.5,0,0,0,0,0,0,0,0,16996.875,3.5
07-01-22,Producto 41,0,0,0,0,0,0,0,0,0,0,36915.515,3.5,0,0,0,0,0,0,0,0,36915.515,3.5
07-01-22,Producto 42,0,0,0,0,44596.545,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44596.545,3.5
07-01-22,Producto 15,0,0,0,0,0,0,0,0,0,0,46148.935,7,0,0,0,0,0,0,20395.06,3.5,66543.995,10.5
07-01-22,Producto 9,0,0,25956.91,3.5,0,0,0,0,0,0,49013.475,7,0,0,27086.395,3.5,0,0,0,0,102056.78,14
07-01-22,Producto 10,0,0,0,0,0,0,0,0,0,0,28827.015,3.5,0,0,0,0,0,0,0,0,28827.015,3.5
07-01-22,Producto 4,0,0,0,0,0,0,0,0,42098.595,3.5,37328.795,3.5,0,0,0,0,0,0,39195.24,3.5,118622.63,10.5
07-01-22,Producto 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12476.905,3.5,0,0,12476.905,3.5
07-01-22,Producto 2,0,0,0,0,0,0,0,0,0,0,14916.755,3.5,0,0,15487.955,3.5,0,0,14078.19,3.5,44482.9,10.5
07-01-22,Producto 57,0,0,22931.825,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22931.825,3.5
07-01-22,Producto 13,0,0,23652.23,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23652.23,3.5
07-01-22,Producto 19,0,0,26468.75,3.5,0,0,0,0,0,0,12456.08,3.5,0,0,0,0,0,0,0,0,38924.83,7
07-01-22,Producto 7,0,0,0,0,0,0,0,0,0,0,104299.65,14,0,0,55450.43,7,0,0,27725.215,3.5,187475.295,24.5
07-01-22,Producto 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42701.085,3.5,0,0,0,0,42701.085,3.5
07-01-22,Producto 38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051.605,3.5,6051.605,3.5
07-01-22,Producto 80,0,0,0,0,0,0,0,0,0,0,0,0,8763.125,3.5,0,0,0,0,0,0,8763.125,3.5
07-01-22,Producto 35,0,0,0,0,0,0,0,0,0,0,11643.52,3.5,0,0,0,0,0,0,0,0,11643.52,3.5
07-01-22,Producto 48,0,0,0,0,0,0,0,0,12376.28,3.5,0,0,0,0,0,0,0,0,0,0,12376.28,3.5
07-01-22,Producto 1,0,0,13911.94,10.5,0,0,0,0,0,0,42704.165,35,8430.59,7,8430.59,7,0,0,0,0,73477.285,59.5
07-01-22,Producto 17,0,0,0,0,0,0,0,0,0,0,7736.645,3.5,0,0,0,0,0,0,0,0,7736.645,3.5
07-01-22,Producto 0,0,0,0,0,0,0,0,0,0,0,37919.7,17.5,0,0,17276.735,7,0,0,7963.13,3.5,63159.565,28
07-01-22,Producto 5,10559.57,3.5,0,0,0,0,0,0,0,0,10469.025,3.5,0,0,10992.45,3.5,0,0,0,0,32021.045,10.5
07-01-22,Producto 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26786.48,3.5,0,0,0,0,26786.48,3.5
07-01-22,Producto 12,0,0,35356.02,3.5,0,0,0,0,0,0,35444.605,3.5,0,0,0,0,0,0,34415.815,3.5,105216.44,10.5
07-01-22,Producto 176,0,0,0,0,0,0,0,0,0,0,16621.99,3.5,0,0,0,0,0,0,0,0,16621.99,3.5
07-01-22,Producto 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80306.45,3.5,0,0,0,0,80306.45,3.5
07-01-22,Producto 83,0,0,0,0,0,0,0,0,0,0,61885.425,3.5,0,0,0,0,0,0,0,0,61885.425,3.5
07-01-22,Producto 8,0,0,0,0,0,0,0,0,0,0,64127.105,3.5,0,0,0,0,0,0,0,0,64127.105,3.5
07-01-22,Producto 137,0,0,33600.28,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33600.28,3.5
07-01-22,Producto 68,0,0,22630.02,3.5,0,0,0,0,0,0,26467.84,3.5,0,0,0,0,0,0,0,0,49097.86,7
08-01-22,Producto 93,0,0,43516.69,3.5,0,0,0,0,0,0,41227.48,3.5,0,0,0,0,0,0,0,0,84744.17,7
08-01-22,Producto 167,0,0,0,0,0,0,0,0,0,0,11890.06,3.5,0,0,0,0,0,0,0,0,11890.06,3.5
08-01-22,Producto 11,0,0,0,0,0,0,0,0,0,0,16996.875,3.5,0,0,0,0,0,0,0,0,16996.875,3.5
